Institution code (UKPRN)	Institution name	Institution sort order	Main panel	Unit of assessment number	Unit of assessment name	Multiple submission letter	Multiple submission name	Joint submission	Profile	FTE Category A staff submitted	4*	3*	2*	1*	unclassified
H-0072	Oxford Brookes University	101	C	25	Education				Overall	11	5	25	40	25	5
H-0072	Oxford Brookes University	101	D	28	Modern Languages				Overall	4.45	5	30	40	20	5
H-0072	Oxford Brookes University	101	D	29	English Language & Literature				Overall	15	5	35	55	5	0
H-0072	Oxford Brookes University	101	D	30	History				Overall	23.05	25	40	25	10	0
H-0072	Oxford Brookes University	101	D	32	Philosophy				Overall	4.8	0	0	75	25	0
H-0072	Oxford Brookes University	101	D	34	Art & Design: History, Practice, Theory				Overall	8.25	15	40	30	15	0
H-0072	Oxford Brookes University	101	D	35	Music, Drama, Dance, Performing Arts				Overall	5.5	15	20	40	25	0
H-0073	University of Plymouth	102	A	1	Clinical Medicine				Overall	10.6	5	60	25	10	0
H-0073	University of Plymouth	102	A	2	Public Health, Health Services & Primary Care				Overall	12.95	5	45	45	5	0
H-0073	University of Plymouth	102	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	31.3	0	10	20	45	25
H-0073	University of Plymouth	102	A	4	Psychology, Psychiatry & Neuroscience				Overall	34.55	5	25	55	15	0
H-0073	University of Plymouth	102	A	5	Biological Sciences				Overall	30.8	0	25	50	25	0
H-0073	University of Plymouth	102	A	6	Agriculture, Veterinary & Food Science				Overall	19	0	10	55	30	5
H-0073	University of Plymouth	102	B	7	Earth Systems & Environmental Sciences				Overall	36.5	5	45	45	5	0
H-0073	University of Plymouth	102	B	10	Mathematical Sciences				Overall	8	0	30	45	25	0
H-0073	University of Plymouth	102	B	11	Computer Science & Informatics				Overall	11.25	25	50	25	0	0
H-0073	University of Plymouth	102	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	11.2	0	25	55	20	0
H-0073	University of Plymouth	102	B	13	Elec Engineering, Metallurgy & Materials				Overall	17.5	5	15	45	30	5
H-0073	University of Plymouth	102	B	14	Civil and Construction Engineering				Overall	7.4	15	30	40	15	0
H-0073	University of Plymouth	102	C	17	Geography, Environmental Studies & Archaeology				Overall	27.5	10	40	45	5	0
H-0073	University of Plymouth	102	C	19	Business & Management Studies				Overall	29	5	25	45	20	5
H-0073	University of Plymouth	102	C	22	Social Work & Social Policy				Overall	16.7	5	50	40	5	0
H-0073	University of Plymouth	102	C	23	Sociology				Overall	23	5	30	40	25	0
H-0073	University of Plymouth	102	C	25	Education				Overall	15.4	10	20	40	25	5
H-0073	University of Plymouth	102	D	29	English Language & Literature				Overall	10	10	20	35	35	0
H-0073	University of Plymouth	102	D	30	History				Overall	9	0	25	60	15	0
H-0073	University of Plymouth	102	D	34	Art & Design: History, Practice, Theory				Overall	22.65	5	50	45	0	0
H-0073	University of Plymouth	102	D	35	Music, Drama, Dance, Performing Arts				Overall	7.4	5	15	55	20	5
H-0014	University College Plymouth St Mark & St John	103	C	17	Geography, Environmental Studies & Archaeology				Overall	1	0	0	85	5	10
H-0014	University College Plymouth St Mark & St John	103	C	25	Education				Overall	8.8	0	5	15	50	30
H-0014	University College Plymouth St Mark & St John	103	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	3	0	0	20	60	20
H-0014	University College Plymouth St Mark & St John	103	D	29	English Language & Literature				Overall	1	0	0	40	20	40
H-0014	University College Plymouth St Mark & St John	103	D	32	Philosophy				Overall	1	0	20	50	30	0
H-0074	University of Portsmouth	104	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	35.7	15	40	30	10	5
H-0074	University of Portsmouth	104	A	4	Psychology, Psychiatry & Neuroscience				Overall	16	0	25	55	20	0
H-0074	University of Portsmouth	104	B	7	Earth Systems & Environmental Sciences				Overall	13.2	5	40	45	10	0
H-0074	University of Portsmouth	104	B	10	Mathematical Sciences				Overall	16	15	60	25	0	0
H-0074	University of Portsmouth	104	B	11	Computer Science & Informatics				Overall	12.2	5	20	40	30	5
H-0074	University of Portsmouth	104	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	11.2	5	40	40	15	0
H-0074	University of Portsmouth	104	C	17	Geography, Environmental Studies & Archaeology				Overall	11	5	25	55	15	0
H-0074	University of Portsmouth	104	C	19	Business & Management Studies				Overall	56.8	5	30	35	30	0
H-0074	University of Portsmouth	104	D	27	Area Studies				Overall	38.4	15	30	35	20	0
H-0074	University of Portsmouth	104	D	34	Art & Design: History, Practice, Theory				Overall	20.8	0	10	45	35	10
H-0100	Queen Margaret University Edinburgh	105	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	51.8	0	5	30	35	30
H-0100	Queen Margaret University Edinburgh	105	C	19	Business & Management Studies				Overall	19	0	5	25	60	10
H-0100	Queen Margaret University Edinburgh	105	D	28	Modern Languages				Overall	15.6	10	30	25	30	5
H-0100	Queen Margaret University Edinburgh	105	D	35	Music, Drama, Dance, Performing Arts				Overall	5.6	0	0	20	60	20
H-0100	Queen Margaret University Edinburgh	105	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	6	10	30	55	5	0
H-0139	Queen Mary, University of London	106	A	1	Clinical Medicine				Overall	95.06	15	65	20	0	0
H-0139	Queen Mary, University of London	106	A	2	Public Health, Health Services & Primary Care				Overall	16.8	30	35	35	0	0
H-0139	Queen Mary, University of London	106	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	33.7	25	50	25	0	0
H-0139	Queen Mary, University of London	106	A	4	Psychology, Psychiatry & Neuroscience				Overall	8.65	10	30	40	20	0
H-0139	Queen Mary, University of London	106	A	5	Biological Sciences				Overall	80.4	20	45	25	10	0
H-0139	Queen Mary, University of London	106	B	9	Physics				Overall	34.98	15	35	35	15	0
H-0139	Queen Mary, University of London	106	B	10	Mathematical Sciences				Overall	43.4	10	35	40	10	5
H-0139	Queen Mary, University of London	106	B	11	Computer Science & Informatics				Overall	28	25	50	25	0	0
H-0139	Queen Mary, University of London	106	B	13	Elec Engineering, Metallurgy & Materials				Overall	52.1	15	40	35	10	0
H-0139	Queen Mary, University of London	106	B	15	General Engineering				Overall	33	10	35	30	25	0
H-0139	Queen Mary, University of London	106	C	17	Geography, Environmental Studies & Archaeology				Overall	32	25	50	20	5	0
H-0139	Queen Mary, University of London	106	C	18	Economics & Econometrics				Overall	23	30	55	15	0	0
H-0139	Queen Mary, University of London	106	C	19	Business & Management Studies				Overall	25.7	15	40	35	10	0
H-0139	Queen Mary, University of London	106	C	20	Law				Overall	48.83	20	40	30	10	0
H-0139	Queen Mary, University of London	106	C	21	Politics & International Studies				Overall	19	5	40	40	15	0
H-0139	Queen Mary, University of London	106	D	28	Modern Languages				Overall	36.45	15	40	30	15	0
H-0139	Queen Mary, University of London	106	D	29	English Language & Literature				Overall	34.95	40	30	25	5	0
H-0139	Queen Mary, University of London	106	D	30	History				Overall	28.8	30	30	30	10	0
H-0139	Queen Mary, University of London	106	D	35	Music, Drama, Dance, Performing Arts				Overall	12	50	40	5	5	0
H-0184	Queen's University Belfast	107	A	1	Clinical Medicine				Overall	58	10	30	50	10	0
H-0184	Queen's University Belfast	107	A	2	Public Health, Health Services & Primary Care				Overall	23.5	5	35	50	10	0
H-0184	Queen's University Belfast	107	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	60.68	15	40	35	10	0
H-0184	Queen's University Belfast	107	A	4	Psychology, Psychiatry & Neuroscience				Overall	19.5	5	25	50	20	0
H-0184	Queen's University Belfast	107	A	5	Biological Sciences				Overall	35	5	25	50	20	0
H-0184	Queen's University Belfast	107	A	6	Agriculture, Veterinary & Food Science				Overall	13	5	25	55	15	0
H-0184	Queen's University Belfast	107	B	8	Chemistry				Overall	32.6	5	40	50	5	0
H-0184	Queen's University Belfast	107	B	9	Physics				Overall	50	10	40	40	10	0
H-0184	Queen's University Belfast	107	B	10	Mathematical Sciences				Overall	8.2	5	40	50	5	0
H-0184	Queen's University Belfast	107	B	11	Computer Science & Informatics				Overall	21	15	45	30	10	0
H-0184	Queen's University Belfast	107	B	12	Aero, Mech, Chem & Manufacturing Engineering				Overall	25	15	50	30	5	0
H-0184	Queen's University Belfast	107	B	13	Elec Engineering, Metallurgy & Materials				Overall	32	20	40	30	10	0
H-0184	Queen's University Belfast	107	B	14	Civil and Construction Engineering				Overall	24.05	20	55	25	0	0
H-0184	Queen's University Belfast	107	C	16	Architecture, Built Environment & Planning				Overall	12	10	20	45	25	0
H-0184	Queen's University Belfast	107	C	17	Geography, Environmental Studies & Archaeology				Overall	35	25	30	40	5	0
H-0184	Queen's University Belfast	107	C	19	Business & Management Studies				Overall	44	15	40	40	5	0
H-0184	Queen's University Belfast	107	C	20	Law				Overall	35.5	25	35	35	5	0
H-0184	Queen's University Belfast	107	C	21	Politics & International Studies				Overall	31	10	40	30	20	0
H-0184	Queen's University Belfast	107	C	22	Social Work & Social Policy				Overall	21.61	20	35	35	10	0
H-0184	Queen's University Belfast	107	C	23	Sociology				Overall	23	20	35	30	15	0
H-0184	Queen's University Belfast	107	C	24	Anthropology & Development Studies				Overall	12	35	20	20	25	0
H-0184	Queen's University Belfast	107	C	25	Education				Overall	19	10	40	30	15	5
H-0184	Queen's University Belfast	107	D	28	Modern Languages				Overall	26.5	10	30	40	20	0
H-0184	Queen's University Belfast	107	D	29	English Language & Literature				Overall	36.1	35	30	25	10	0
H-0184	Queen's University Belfast	107	D	30	History				Overall	30.5	15	45	35	5	0
H-0184	Queen's University Belfast	107	D	31	Classics				Overall	2.5	20	10	25	40	5
H-0184	Queen's University Belfast	107	D	32	Philosophy				Overall	6.33	5	60	25	10	0
H-0184	Queen's University Belfast	107	D	35	Music, Drama, Dance, Performing Arts				Overall	32.7	35	35	20	10	0
H-0157	University of Reading	108	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	17.5	10	35	35	20	0
H-0157	University of Reading	108	A	4	Psychology, Psychiatry & Neuroscience				Overall	28.8	10	50	35	5	0
H-0157	University of Reading	108	A	5	Biological Sciences				Overall	34.7	5	30	45	15	5
H-0157	University of Reading	108	A	6	Agriculture, Veterinary & Food Science				Overall	93.1	15	40	35	10	0
H-0157	University of Reading	108	B	7	Earth Systems & Environmental Sciences				Overall	40.7	30	45	20	5	0
H-0157	University of Reading	108	B	8	Chemistry				Overall	28	0	25	65	10	0
H-0157	University of Reading	108	B	10	Mathematical Sciences				Overall	29	5	30	55	10	0
H-0157	University of Reading	108	B	11	Computer Science & Informatics				Overall	22	5	25	50	20	0
H-0157	University of Reading	108	B	13	Elec Engineering, Metallurgy & Materials				Overall	19	5	35	35	25	0
H-0157	University of Reading	108	C	16	Architecture, Built Environment & Planning				Overall	36.2	25	35	30	5	5
H-0157	University of Reading	108	C	17	Geography, Environmental Studies & Archaeology				Overall	37.9	40	25	25	10	0
H-0157	University of Reading	108	C	19	Business & Management Studies				Overall	38.3	10	40	40	10	0
H-0157	University of Reading	108	C	20	Law				Overall	21.9	20	40	30	10	0
H-0157	University of Reading	108	C	21	Politics & International Studies				Overall	15	10	25	35	30	0
H-0157	University of Reading	108	C	22	Social Work & Social Policy				Overall	8.9	5	45	45	5	0
H-0157	University of Reading	108	C	25	Education				Overall	8.6	10	20	35	30	5
H-0157	University of Reading	108	D	28	Modern Languages				Overall	35.25	15	30	40	15	0
H-0157	University of Reading	108	D	29	English Language & Literature				Overall	31.5	25	40	25	10	0
H-0157	University of Reading	108	D	30	History				Overall	18.5	10	40	40	10	0
H-0157	University of Reading	108	D	31	Classics				Overall	13.2	10	40	40	10	0
H-0157	University of Reading	108	D	32	Philosophy				Overall	12	30	45	25	0	0
H-0157	University of Reading	108	D	34	Art & Design: History, Practice, Theory				Overall	24.2	35	40	20	5	0
H-0157	University of Reading	108	D	35	Music, Drama, Dance, Performing Arts				Overall	11.2	30	25	35	10	0
H-0104	Robert Gordon University	109	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	37.8	5	15	50	25	5
H-0104	Robert Gordon University	109	B	11	Computer Science & Informatics				Overall	19.6	5	40	40	15	0
H-0104	Robert Gordon University	109	B	15	General Engineering				Overall	14.6	5	15	65	15	0
H-0104	Robert Gordon University	109	C	16	Architecture, Built Environment & Planning				Overall	20.8	10	20	40	25	5
H-0104	Robert Gordon University	109	C	19	Business & Management Studies				Overall	20.7	5	35	30	25	5
H-0104	Robert Gordon University	109	C	20	Law				Overall	9.6	0	5	50	35	10
H-0104	Robert Gordon University	109	C	21	Politics & International Studies				Overall	8.2	0	25	45	30	0
H-0104	Robert Gordon University	109	C	23	Sociology				Overall	6	0	15	25	45	15
H-0104	Robert Gordon University	109	D	34	Art & Design: History, Practice, Theory				Overall	23	5	40	25	30	0
H-0104	Robert Gordon University	109	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	11	15	45	40	0	0
H-0031	Roehampton University	110	A	3	Allied Health, Dentistry, Nursing & Pharmacy				Overall	3.8	0	20	35	35	10
H-0031	Roehampton University	110	A	4	Psychology, Psychiatry & Neuroscience				Overall	20.1	0	20	50	30	0
H-0031	Roehampton University	110	A	5	Biological Sciences				Overall	4	0	5	35	55	5
H-0031	Roehampton University	110	C	23	Sociology				Overall	16.25	5	25	45	20	5
H-0031	Roehampton University	110	C	24	Anthropology & Development Studies				Overall	6.5	15	65	15	5	0
H-0031	Roehampton University	110	C	25	Education				Overall	27.2	5	25	50	20	0
H-0031	Roehampton University	110	C	26	Sport & Exercise Sciences, Leisure & Tourism				Overall	7.7	0	0	30	65	5
H-0031	Roehampton University	110	D	28	Modern Languages				Overall	6.5	5	25	40	30	0
H-0031	Roehampton University	110	D	29	English Language & Literature				Overall	22.2	10	25	50	15	0
H-0031	Roehampton University	110	D	30	History				Overall	9.7	10	25	50	15	0
H-0031	Roehampton University	110	D	33	Theology & Religious Studies				Overall	6.5	5	15	55	25	0
H-0031	Roehampton University	110	D	35	Music, Drama, Dance, Performing Arts				Overall	19.5	55	30	10	5	0
H-0031	Roehampton University	110	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	17.5	5	30	60	5	0
H-0032	Rose Bruford College	111	D	35	Music, Drama, Dance, Performing Arts				Overall	9.3	0	15	30	30	25
H-0033	Royal Academy of Music	112	D	35	Music, Drama, Dance, Performing Arts				Overall	12.7	25	45	25	5	0
H-0195	Royal Agricultural College	113	A	6	Agriculture, Veterinary & Food Science				Overall	8.2	0	15	25	55	5
H-0003	Royal College of Art	114	D	34	Art & Design: History, Practice, Theory				Overall	51.65	40	25	25	5	5
H-0034	Royal College of Music	115	D	35	Music, Drama, Dance, Performing Arts				Overall	17.9	15	35	35	15	0
H-0141	Royal Holloway, University of London	116	A	4	Psychology, Psychiatry & Neuroscience				Overall	28	15	55	30	0	0
H-0141	Royal Holloway, University of London	116	A	5	Biological Sciences				Overall	22	15	55	25	5	0
H-0141	Royal Holloway, University of London	116	B	7	Earth Systems & Environmental Sciences				Overall	22.3	20	50	30	0	0
H-0141	Royal Holloway, University of London	116	B	9	Physics				Overall	27.96	10	45	35	10	0
H-0141	Royal Holloway, University of London	116	B	10	Mathematical Sciences				Overall	26.6	0	25	35	20	20
H-0141	Royal Holloway, University of London	116	B	11	Computer Science & Informatics				Overall	20.83	25	40	25	10	0
H-0141	Royal Holloway, University of London	116	C	17	Geography, Environmental Studies & Archaeology				Overall	32.1	20	45	30	5	0
H-0141	Royal Holloway, University of London	116	C	18	Economics & Econometrics				Overall	22.5	20	60	20	0	0
H-0141	Royal Holloway, University of London	116	C	19	Business & Management Studies				Overall	43.9	15	40	40	5	0
H-0141	Royal Holloway, University of London	116	C	21	Politics & International Studies				Overall	14	5	25	45	25	0
H-0141	Royal Holloway, University of London	116	C	22	Social Work & Social Policy				Overall	13.7	10	35	40	15	0
H-0141	Royal Holloway, University of London	116	D	28	Modern Languages				Overall	30.5	15	35	30	15	5
H-0141	Royal Holloway, University of London	116	D	29	English Language & Literature				Overall	29.2	30	35	25	10	0
H-0141	Royal Holloway, University of London	116	D	30	History				Overall	30.7	20	40	30	10	0
H-0141	Royal Holloway, University of London	116	D	31	Classics				Overall	17	10	25	45	20	0
H-0141	Royal Holloway, University of London	116	D	35	Music, Drama, Dance, Performing Arts				Overall	37.88	60	30	5	5	0
H-0141	Royal Holloway, University of London	116	D	36	Comm, Cultural & Media Studies, Library & Info Mgt				Overall	17	20	55	20	5	0
H-0035	Royal Northern College of Music	117	D	35	Music, Drama, Dance, Performing Arts				Overall	15.05	5	30	50	10	5
H-0101	Royal Scottish Academy of Music and Drama	118	D	35	Music, Drama, Dance, Performing Arts				Overall	11.8	15	25	45	10	5
H-0143	Royal Veterinary College	119	A	6	Agriculture, Veterinary & Food Science				Overall	102.97	10	45	35	5	5
